"rank","name","url","udisc_id","source"
55,"Deer Lakes Park","https://udisc.com/courses/deer-lakes-park-vtXk","deer-lakes-park-vtXk","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
56,"Ørland Discgolfpark","https://udisc.com/courses/orland-discgolfpark-pXmH","orland-discgolfpark-pXmH","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
57,"Renegade's Trail","https://udisc.com/courses/renegade-s-trail-jWAL","renegade-s-trail-jWAL","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
58,"Brooktrails","https://udisc.com/courses/brooktrails-BiEV","brooktrails-BiEV","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
59,"Sabattus Disc Golf - Hawk","https://udisc.com/courses/sabattus-disc-golf-hawk-X4Iq","sabattus-disc-golf-hawk-X4Iq","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
60,"Milo McIver","https://udisc.com/courses/milo-mc-iver-east-CKuM","milo-mc-iver-east-CKuM","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
61,"Spa Park","https://udisc.com/courses/spa-park-x1cC","spa-park-x1cC","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
62,"Caesar Ford Park - Championship","https://udisc.com/courses/caesar-ford-park-championship-Rqp0","caesar-ford-park-championship-Rqp0","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
63,"Meadowbrook Orchards","https://udisc.com/courses/meadowbrook-orchards-Km6Z","meadowbrook-orchards-Km6Z","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
64,"Karidalen FrisbeeGolfPark","https://udisc.com/courses/karidalen-frisbee-golf-park-QqRf","karidalen-frisbee-golf-park-QqRf","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
65,"Muddy Run Disc Golf Course","https://udisc.com/courses/muddy-run-dgc-8uQz","muddy-run-dgc-8uQz","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
66,"Sibbe Disc Golf","https://udisc.com/courses/sibbe-disc-golf-0y4t","sibbe-disc-golf-0y4t","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
67,"Bud Hill","https://udisc.com/courses/bud-hill-A5Xf","bud-hill-A5Xf","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
68,"Arrowhead Disc Golf Course","https://udisc.com/courses/arrowhead-disc-golf-course-KVLv","arrowhead-disc-golf-course-KVLv","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
69,"Wilcox Memorial Park","https://udisc.com/courses/wilcox-memorial-park-h8kA","wilcox-memorial-park-h8kA","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
70,"Aspen Meadows West","https://udisc.com/courses/aspen-meadows-west-JOiP","aspen-meadows-west-JOiP","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
71,"Kudzu Cove Cabins","https://udisc.com/courses/kudzu-cove-cabins-XM3k","kudzu-cove-cabins-XM3k","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
72,"Standing Rocks","https://udisc.com/courses/standing-rocks-Q7j7","standing-rocks-Q7j7","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
73,"Little Mulberry Park","https://udisc.com/courses/little-mulberry-park-XhxF","little-mulberry-park-XhxF","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
74,"Glåmos Diskgolfbane Main","https://udisc.com/courses/glamos-diskgolfbane-main-taUo","glamos-diskgolfbane-main-taUo","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
75,"Pickard Park","https://udisc.com/courses/pickard-park-rnvJ","pickard-park-rnvJ","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
76,"Tjader Acres","https://udisc.com/courses/tjader-acres-oNYs","tjader-acres-oNYs","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
77,"Camp Serene","https://udisc.com/courses/camp-serene-jk32","camp-serene-jk32","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
78,"Silver Creek Park","https://udisc.com/courses/silver-creek-park-ItpA","silver-creek-park-ItpA","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
79,"The Fort","https://udisc.com/courses/the-fort-pAsd","the-fort-pAsd","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
80,"Mayflower Hills","https://udisc.com/courses/mayflower-hills-EVhu","mayflower-hills-EVhu","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
81,"Westy Acres","https://udisc.com/courses/westy-acres-0c3n","westy-acres-0c3n","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
82,"North Bluff","https://udisc.com/courses/north-bluff-Zo4W","north-bluff-Zo4W","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
83,"Fålehagen DiscGolfPark","https://udisc.com/courses/falehagen-disc-golf-park-jY3S","falehagen-disc-golf-park-jY3S","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
84,"Hanna Hills Disc Golf Course","https://udisc.com/courses/hanna-hills-disc-golf-course-R7zr","hanna-hills-disc-golf-course-R7zr","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
85,"Häfla Bruks DiscGolfPark (Hävla)","https://udisc.com/courses/haefla-bruks-disc-golf-park-haevla-t5x2","haefla-bruks-disc-golf-park-haevla-t5x2","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
86,"Spoon Creek Disc Golf Course","https://udisc.com/courses/spoon-creek-disc-golf-course-UXwL","spoon-creek-disc-golf-course-UXwL","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
87,"Broken Chains","https://udisc.com/courses/broken-chains-Xyol","broken-chains-Xyol","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
88,"Beal Slough Disc Golf Course","https://udisc.com/courses/beal-slough-disc-golf-course-hHt5","beal-slough-disc-golf-course-hHt5","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
89,"The Admiral","https://udisc.com/courses/the-admiral-HqzB","the-admiral-HqzB","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
90,"Rolling Pines","https://udisc.com/courses/rolling-pines-JQiT","rolling-pines-JQiT","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
91,"Rocky Hills","https://udisc.com/courses/rocky-hills-lBQt","rocky-hills-lBQt","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
92,"Tom Brown Park Disc Golf Course","https://udisc.com/courses/tom-brown-park-dgc-eMMo","tom-brown-park-dgc-eMMo","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
93,"Kayak Point - Gold","https://udisc.com/courses/kayak-point-dgr-gold-QMwm","kayak-point-dgr-gold-QMwm","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
94,"North Cove Disc Golf: River Run","https://udisc.com/courses/north-cove-disc-golf-river-run-TcAp","north-cove-disc-golf-river-run-TcAp","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
95,"ReBoot Disc Golf at Bluebell Woods","https://udisc.com/courses/re-boot-disc-golf-at-bluebell-woods-NrJC","re-boot-disc-golf-at-bluebell-woods-NrJC","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
96,"Wilderness Ranch","https://udisc.com/courses/wilderness-ranch-t6J6","wilderness-ranch-t6J6","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
97,"Halsnæs Disc Golf","https://udisc.com/courses/halsnaes-disc-golf-FiEw","halsnaes-disc-golf-FiEw","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
98,"Oggwood Disc Golf Course","https://udisc.com/courses/oggwood-c7Cf","oggwood-c7Cf","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
99,"Lake Marshall - Lair","https://udisc.com/courses/lake-marshall-lair-wynB","lake-marshall-lair-wynB","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
100,"Base Camp Adventure","https://udisc.com/courses/base-camp-adventure-FRSb","base-camp-adventure-FRSb","https://udisc.com/blog/post/worlds-best-disc-golf-courses-2024"
